chi.40727635	[["no_content","no_content",""],["no_content","no_content","stamp"],["no_content","no_content",""],["no_content","no_content",""],["factual","title",""],["no_content","no_content",""],["factual","title",""],["factual","pub_info",""],["factual","list",""],["factual","list",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""]]
coo.31924000431662	[["no_content","no_content",""],["no_content","no_content","barcode, due date slip"],["factual","title",""],["factual","pub_info",""],["factual","list",""],["no_content","no_content",""],["creative","pref_text","foreword"],["creative","pref_text","foreword"],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["factual","main_text","data table"],["factual","main_text","data table"],["factual","main_text","data table"],["factual","main_text","data table"],["creative","main_text",""]]
coo.31924001144959	[["no_content","no_content","binding"],["no_content","no_content","library bookplate"],["no_content","no_content","due date slip, barcode"],["no_content","no_content",""],["no_content","no_content",""],["no_content","no_content",""],["factual","title",""],["no_content","no_content",""],["no_content","no_content",""],["no_content","no_content",""],["factual","title",""],["factual","pub_info",""],["no_content","no_content",""],["no_content","no_content",""],["creative","pref_text","preface"],["creative","pref_text","preface"],["creative","pref_text","preface"],["no_content","no_content",""],["creative","main_text",""],["no_content","no_content",""]]
coo.31924073896007	[["factual","cover",""],["no_content","no_content","stamp"],["no_content","no_content","due date slip"],["no_content","no_content",""],["no_content","no_content",""],["no_content","no_content",""],["factual","title",""],["no_content","no_content","cutter"],["no_content","no_content",""],["no_content","no_content",""],["factual","list",""],["no_content","no_content",""],["creative","pref_text","biography"],["no_content","no_content",""],["creative","pref_text","acknowledgements"],["no_content","no_content",""],["creative","pref_text","abstract"],["no_content","no_content",""],["creative","pref_text","abstract"],["no_content","no_content",""]]
coo.31924080009719	[["mixed","cover","cover art photo"],["mixed","pub_info",""],["creative","ad",""],["creative","image","incorporates photos into index"],["creative","image","incorporates photos into index"],["creative","image",""],["creative","image",""],["creative","image",""],["creative","image",""],["creative","image",""],["creative","image",""],["creative","image",""],["creative","image",""],["creative","image",""],["creative","image",""],["creative","image",""],["creative","image",""],["creative","image",""],["creative","image",""],["creative","image",""]]
coo.31924094241217	[["no_content","no_content","cutter"],["no_content","no_content","bookplate"],["no_content","no_content","date slip"],["no_content","no_content",""],["no_content","no_content",""],["no_content","no_content",""],["factual","title",""],["no_content","no_content",""],["factual","list",""],["no_content","no_content","cutter"],["creative","main_text",""],["no_content","no_content",""],["creative","main_text",""],["no_content","no_content",""],["creative","main_text",""],["no_content","no_content",""],["creative","main_text",""],["no_content","no_content",""],["creative","main_text",""],["no_content","no_content",""]]
coo.31924098538329	[["factual","cover",""],["no_content","no_content",""],["factual","title",""],["no_content","no_content","handwritten cutter"],["creative","pref_text","acknowledgement"],["creative","pref_text","summary"],["factual","appendix",""],["factual","list",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""]]
ien.35556003776788	[["no_content","no_content",""],["no_content","no_content","library sticker"],["no_content","no_content",""],["no_content","no_content",""],["creative","pref_text","foreword"],["no_content","no_content",""],["factual","list",""],["no_content","no_content",""],["factual","title","Section title"],["no_content","no_content","hand written cutter"],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text","has data table"],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""]]
inu.30000070597756	[["no_content","no_content","binding"],["no_content","no_content",""],["no_content","no_content",""],["no_content","no_content",""],["factual","cover","title, list of contents"],["factual","pub_info",""],["factual","list",""],["no_content","no_content",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["factual","main_text","data table"],["creative","main_text",""],["factual","main_text","data table"],["creative","main_text",""]]
inu.30000081728184	[["factual","cover",""],["no_content","no_content",""],["no_content","no_content",""],["no_content","no_content",""],["factual","title",""],["factual","pub_info",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["factual","main_text","data plots"],["factual","main_text","data plots"],["factual","main_text","data plots"],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""]]
inu.30000093900276	[["mixed","cover","Artwork on cover"],["no_content","no_content",""],["no_content","no_content","bindery barcode"],["no_content","no_content",""],["factual","title",""],["factual","pub_info",""],["creative","dedication",""],["factual","list",""],["factual","list",""],["factual","appendix","List of play characters"],["creative","main_text",""],["creative","poem",""],["creative","poem",""],["no_content","no_content",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""]]
inu.30000115509105	[["no_content","no_content","binding"],["no_content","no_content",""],["no_content","no_content",""],["no_content","no_content",""],["no_content","no_content",""],["no_content","no_content",""],["mixed","title","cover illustration"],["factual","pub_info",""],["factual","list",""],["factual","list",""],["factual","list",""],["factual","list",""],["factual","list",""],["factual","list",""],["creative","pref_text","foreword"],["creative","pref_text","foreword"],["creative","pref_text","acknowledgements"],["no_content","no_content",""],["mixed","title","illustrations"],["no_content","no_content",""]]
inu.30000115798963	[["mixed","cover","cover art"],["no_content","no_content","scan bed"],["mixed","cover",""],["no_content","no_content",""],["factual","pub_info",""],["factual","title",""],["factual","title",""],["factual","pub_info",""],["creative","image",""],["no_content","no_content",""],["factual","appendix",""],["factual","appendix",""],["factual","list",""],["factual","list",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""]]
inu.30000117802359	[["no_content","no_content","printed cutter"],["no_content","no_content",""],["no_content","no_content",""],["no_content","no_content",""],["no_content","no_content",""],["no_content","no_content",""],["no_content","no_content",""],["no_content","no_content",""],["no_content","no_content",""],["no_content","no_content",""],["no_content","no_content",""],["no_content","no_content",""],["creative","cover","photos"],["factual","ad",""],["factual","ad",""],["factual","ad",""],["factual","title",""],["factual","pub_info",""],["factual","list",""],["creative","pref_text","editorial"]]
inu.32000007770185	[["no_content","no_content","scan bed"],["no_content","no_content","binding"],["factual","cover",""],["no_content","no_content",""],["factual","title",""],["no_content","no_content",""],["factual","title",""],["no_content","no_content",""],["factual","list",""],["no_content","no_content",""],["creative","main_text",""],["no_content","no_content",""],["creative","main_text",""],["no_content","no_content",""],["creative","main_text",""],["no_content","no_content",""],["creative","main_text",""],["no_content","no_content",""],["creative","main_text",""],["no_content","no_content",""]]
inu.39000001168165	[["mixed","cover","designed cover"],["no_content","no_content",""],["factual","title",""],["factual","pub_info",""],["factual","list",""],["factual","list",""],["creative","pref_text",""],["creative","pref_text",""],["creative","pref_text",""],["no_content","no_content",""],["creative","pref_text","acknowledgments"],["creative","pref_text","acknowledgments"],["creative","pref_text","acknowledgments"],["no_content","no_content",""],["creative","pref_text","contributors"],["no_content","no_content",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""]]
mdp.39015000426158	[["no_content","no_content","binding"],["no_content","no_content","stamp"],["no_content","no_content","stamp"],["no_content","no_content",""],["no_content","no_content",""],["no_content","no_content",""],["factual","title",""],["no_content","no_content","cutter"],["mixed","cover","cover art"],["factual","ad",""],["factual","ad",""],["factual","appendix","To our contributors"],["factual","list",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""]]
mdp.39015002985037	[["no_content","no_content","binding"],["no_content","no_content","stamp"],["no_content","no_content",""],["no_content","no_content",""],["factual","title",""],["no_content","no_content",""],["factual","title",""],["factual","pub_info",""],["factual","pub_info",""],["factual","dedication",""],["creative","image",""],["no_content","no_content",""],["creative","pref_text","preface"],["no_content","no_content",""],["factual","list",""],["factual","list",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""]]
mdp.39015006404092	[["no_content","no_content",""],["no_content","no_content","stamp"],["no_content","no_content",""],["no_content","no_content","stamp"],["no_content","no_content",""],["no_content","no_content",""],["factual","cover",""],["no_content","no_content",""],["factual","title",""],["no_content","no_content",""],["creative","pref_text","preface"],["no_content","no_content",""],["creative","pref_text","abstract"],["no_content","no_content",""],["factual","list",""],["no_content","no_content",""],["factual","appendix",""],["factual","appendix",""],["factual","appendix",""],["factual","appendix",""]]
mdp.39015009147821	[["no_content","no_content","binding"],["creative","image","floorplan"],["creative","image","floorplan"],["creative","image","floorplan"],["creative","image","floorplan"],["no_content","no_content",""],["factual","title",""],["no_content","no_content",""],["factual","ad",""],["creative","image","map"],["factual","title",""],["factual","pub_info","also note of thanks"],["factual","dedication",""],["no_content","no_content",""],["factual","list",""],["factual","pref_text","author's note"],["creative","epigraph",""],["no_content","no_content",""],["factual","title",""],["no_content","no_content",""]]
mdp.39015012654490	[["mixed","cover","Title and photograph"],["no_content","no_content","stamp"],["no_content","no_content",""],["no_content","no_content",""],["factual","title",""],["factual","ad",""],["factual","title",""],["factual","pub_info",""],["creative","dedication","photo and long dedication"],["no_content","no_content",""],["creative","pref_text","preface"],["no_content","no_content",""],["factual","list",""],["factual","list",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["no_content","no_content",""],["factual","title",""],["no_content","no_content",""]]
mdp.39015018230873	[["no_content","no_content","cutter"],["no_content","no_content","binding"],["mixed","cover","cover art"],["creative","ad",""],["creative","ad",""],["factual","list",""],["factual","pub_info",""],["creative","ad",""],["mixed","pub_info","Begins content on editorial info page"],["creative","ad",""],["creative","ad",""],["creative","ad",""],["creative","ad",""],["creative","ad",""],["creative","ad",""],["creative","ad",""],["creative","ad",""],["creative","ad",""],["creative","ad",""],["creative","ad",""]]
mdp.39015021525475	[["mixed","cover","cover art"],["factual","appendix",""],["no_content","no_content",""],["no_content","no_content",""],["factual","pub_info",""],["factual","pub_info",""],["factual","title",""],["no_content","no_content",""],["factual","title",""],["factual","pub_info",""],["factual","title",""],["no_content","no_content",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""]]
mdp.39015028575051	[["no_content","no_content","page not available"],["no_content","no_content","stamp"],["no_content","no_content",""],["no_content","no_content",""],["factual","title",""],["factual","ad",""],["factual","title",""],["factual","pub_info",""],["factual","dedication",""],["no_content","no_content",""],["creative","poem",""],["no_content","no_content",""],["factual","appendix",""],["factual","appendix",""],["creative","pref_text","preface"],["creative","pref_text","preface"],["creative","pref_text","preface"],["no_content","no_content",""],["factual","list",""],["no_content","no_content",""]]
mdp.39015028686320	[["no_content","no_content","binding"],["no_content","no_content","stamp"],["no_content","no_content",""],["no_content","no_content",""],["factual","title",""],["no_content","no_content",""],["factual","title",""],["factual","pub_info",""],["factual","pub_info",""],["factual","pub_info","editorial disclaimer"],["factual","list",""],["factual","list",""],["factual","appendix",""],["factual","appendix",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""]]
mdp.39015035384133	[["factual","cover",""],["no_content","no_content",""],["no_content","no_content",""],["no_content","no_content",""],["factual","title",""],["factual","pub_info",""],["factual","list",""],["no_content","no_content",""],["factual","appendix",""],["factual","appendix",""],["factual","main_text",""],["factual","main_text",""],["factual","main_text",""],["factual","main_text",""],["factual","main_text",""],["factual","main_text",""],["factual","main_text",""],["factual","main_text",""],["factual","main_text",""],["no_content","no_content",""]]
mdp.39015041878987	[["factual","cover",""],["no_content","no_content","stamp"],["no_content","no_content",""],["no_content","no_content",""],["factual","title",""],["factual","pub_info",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""]]
mdp.39015041920581	[["mixed","cover","cover design"],["no_content","no_content","stamp"],["factual","title",""],["factual","pub_info",""],["factual","list",""],["factual","list",""],["creative","pref_text","introduction"],["creative","pref_text","introduction"],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""]]
mdp.39015046811660	[["no_content","no_content","page not available"],["no_content","no_content","stamp"],["no_content","no_content",""],["no_content","no_content",""],["factual","title",""],["factual","ad",""],["factual","title",""],["factual","pub_info",""],["factual","dedication",""],["no_content","no_content",""],["factual","list",""],["factual","list",""],["creative","pref_text","preface"],["creative","pref_text","preface"],["creative","pref_text","preface"],["creative","pref_text","preface"],["creative","pref_text","preface"],["creative","pref_text","preface"],["creative","pref_text","preface"],["creative","pref_text","preface"]]
mdp.39015054437911	[["mixed","cover","cover photo"],["no_content","no_content","stamp"],["factual","title","pub info too"],["no_content","no_content","cutter"],["factual","dedication",""],["no_content","no_content",""],["creative","pref_text","Appreciation"],["no_content","no_content",""],["creative","pref_text","preface"],["creative","pref_text","preface"],["factual","list",""],["factual","list",""],["factual","list",""],["factual","list",""],["factual","list",""],["factual","list",""],["factual","list",""],["factual","list",""],["factual","list",""],["no_content","no_content",""]]
mdp.39015058723985	[["mixed","cover","cover photo"],["no_content","no_content","stamp"],["factual","title",""],["creative","image","basic line map"],["factual","title",""],["factual","pub_info",""],["factual","list",""],["factual","list",""],["factual","list",""],["factual","list",""],["factual","list",""],["factual","list",""],["creative","pref_text","introduction"],["creative","pref_text","introduction"],["creative","pref_text","introduction"],["creative","pref_text","introduction"],["creative","pref_text","introduction"],["creative","pref_text","introduction"],["creative","pref_text","introduction"],["creative","pref_text","introduction"]]
mdp.39015058747786	[["no_content","no_content","binding"],["no_content","no_content","stamp"],["no_content","no_content","bindery barcode"],["no_content","no_content",""],["factual","cover",""],["no_content","no_content",""],["factual","appendix",""],["no_content","no_content",""],["factual","title",""],["factual","pub_info",""],["creative","pref_text","foreword"],["creative","pref_text","foreword"],["creative","pref_text","preface"],["no_content","no_content",""],["factual","appendix",""],["factual","appendix",""],["factual","list",""],["factual","list",""],["factual","list",""],["no_content","no_content",""]]
mdp.39015059268014	[["mixed","cover","cover art"],["no_content","no_content","stamp"],["no_content","no_content",""],["no_content","no_content",""],["factual","title",""],["no_content","no_content",""],["factual","title",""],["factual","pub_info",""],["creative","epigraph",""],["no_content","no_content",""],["creative","pref_text","preface"],["creative","pref_text","preface"],["creative","pref_text","preface"],["creative","pref_text","preface"],["creative","pref_text","preface"],["creative","pref_text","preface"],["creative","pref_text","preface"],["creative","pref_text","preface"],["creative","pref_text","preface"],["creative","pref_text","preface"]]
mdp.39015059314008	[["factual","cover",""],["no_content","no_content","stamp"],["factual","title",""],["factual","pub_info",""],["factual","dedication",""],["no_content","no_content",""],["factual","list",""],["factual","list",""],["factual","list",""],["no_content","no_content",""],["factual","list",""],["no_content","no_content",""],["factual","list",""],["factual","list",""],["creative","pref_text","preface"],["creative","pref_text","preface"],["creative","pref_text","preface"],["no_content","no_content",""],["creative","pref_text","acknowledgements"],["creative","pref_text","acknowledgements"]]
mdp.39015062118842	[["mixed","cover","photo background"],["creative","ad",""],["factual","list",""],["creative","ad",""],["creative","ad",""],["creative","ad",""],["creative","ad",""],["creative","ad",""],["creative","ad",""],["creative","ad",""],["creative","ad",""],["creative","ad",""],["factual","pub_info",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""]]
mdp.39015063635422	[["factual","cover",""],["no_content","no_content","library binding"],["factual","title",""],["no_content","no_content","handwritten cutter"],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""]]
mdp.39015065053715	[["no_content","no_content","binding"],["no_content","no_content","stamp"],["no_content","no_content",""],["no_content","no_content",""],["factual","title",""],["factual","pub_info",""],["mixed","cover","cover uses photo"],["factual","pub_info",""],["creative","pref_text","foreword"],["no_content","no_content",""],["factual","list",""],["factual","list",""],["factual","appendix",""],["factual","appendix",""],["factual","appendix",""],["no_content","no_content",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""]]
mdp.39015067434657	[["no_content","no_content","binding"],["no_content","no_content","stamp"],["no_content","no_content",""],["no_content","no_content",""],["mixed","cover","cover photo"],["factual","pub_info",""],["factual","list",""],["creative","pref_text","marginalien"],["factual","list",""],["creative","image",""],["creative","main_text","extensive quote"],["creative","image",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""]]
mdp.39015069671421	[["factual","cover",""],["no_content","no_content","stamp"],["no_content","no_content",""],["no_content","no_content",""],["no_content","no_content",""],["no_content","no_content",""],["factual","cover",""],["no_content","no_content",""],["factual","title",""],["no_content","no_content",""],["creative","pref_text","introduction"],["creative","pref_text","introduction"],["creative","pref_text","introduction"],["creative","pref_text","introduction"],["creative","pref_text","introduction"],["creative","pref_text","introduction"],["creative","pref_text","introduction"],["creative","pref_text","introduction"],["creative","poem",""],["creative","poem",""]]
mdp.39015070446375	[["no_content","no_content","cutter"],["no_content","no_content","stamp"],["no_content","no_content",""],["no_content","no_content",""],["mixed","cover","cover art"],["no_content","no_content",""],["factual","title",""],["factual","pub_info",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""]]
mdp.39015071112745	[["factual","cover",""],["creative","pref_text","Note from the director"],["factual","title",""],["factual","pub_info",""],["creative","pref_text","acknowledgment"],["creative","pref_text","synopsis"],["factual","list",""],["no_content","no_content",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""]]
mdp.39015073956255	[["factual","cover",""],["factual","pub_info",""],["factual","title",""],["creative","pref_text","preface"],["creative","pref_text","preface"],["no_content","no_content",""],["creative","pref_text","preface"],["no_content","no_content",""],["factual","list",""],["factual","appendix",""],["factual","appendix",""],["no_content","no_content",""],["factual","title",""],["creative","main_text",""],["factual","main_text","data tables"],["creative","main_text",""],["factual","main_text","data tables"],["creative","main_text",""],["factual","main_text","data tables"],["creative","main_text",""]]
mdp.39015074369391	[["no_content","no_content","binding"],["no_content","no_content","stamp"],["no_content","no_content",""],["no_content","no_content",""],["factual","title",""],["no_content","no_content",""],["no_content","no_content",""],["creative","image",""],["factual","title",""],["factual","pub_info",""],["factual","pub_info",""],["no_content","no_content",""],["factual","dedication",""],["no_content","no_content",""],["factual","dedication",""],["no_content","no_content",""],["factual","list",""],["no_content","no_content",""],["creative","pref_text","introduction"],["creative","pref_text","introduction"]]
mdp.39015078660712	[["factual","cover",""],["no_content","no_content","stamp"],["no_content","no_content",""],["no_content","no_content",""],["factual","title",""],["factual","dedication",""],["creative","pref_text",""],["creative","pref_text",""],["factual","title",""],["factual","main_text","data table"],["factual","main_text","data table"],["factual","main_text","data table"],["factual","main_text","equation"],["factual","main_text","data table"],["factual","main_text","data table"],["factual","main_text","data table"],["factual","main_text","data table"],["factual","main_text","data table"],["factual","main_text","data table"],["factual","main_text","data table"]]
osu.32435057700403	[["factual","cover",""],["no_content","no_content","scan bed"],["factual","cover",""],["no_content","no_content",""],["factual","title",""],["no_content","no_content",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["factual","main_text","data table"],["creative","main_text",""]]
pst.000004758006	[["factual","cover",""],["factual","pub_info",""],["factual","title",""],["factual","pub_info",""],["factual","list",""],["creative","pref_text","foreword"],["creative","main_text","equations"],["creative","main_text","equations"],["creative","main_text","equations"],["creative","main_text","equations"],["creative","main_text","equations"],["creative","main_text","equations"],["creative","main_text","equations"],["creative","main_text","equations"],["creative","main_text","equations"],["creative","main_text","equations"],["creative","main_text","equations"],["creative","main_text","equations"],["creative","main_text","equations"],["creative","main_text","equations"]]
pst.000068531966	[["no_content","no_content","binding"],["no_content","no_content","library bookplate"],["no_content","no_content",""],["no_content","no_content",""],["factual","title",""],["no_content","no_content","handwritten cutter"],["factual","list",""],["no_content","no_content",""],["factual","title",""],["no_content","no_content",""],["factual","appendix","letter of transmittal"],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""]]
txu.059172146813022	[["factual","cover","library binding"],["no_content","no_content","stamp"],["mixed","cover","photo cover"],["creative","ad",""],["creative","pref_text","editorial"],["mixed","list","contains photograph, pub info"],["mixed","list","contains photographs"],["creative","main_text",""],["creative","ad",""],["creative","ad",""],["creative","main_text",""],["creative","ad",""],["creative","main_text",""],["creative","main_text",""],["creative","ad",""],["creative","ad",""],["creative","main_text",""],["creative","main_text",""],["creative","ad",""],["creative","ad",""]]
txu.059173001429689	[["mixed","cover","cover photo"],["no_content","no_content","barcode, stamp"],["no_content","no_content",""],["no_content","no_content",""],["factual","title",""],["factual","pub_info",""],["factual","dedication",""],["no_content","no_content",""],["factual","list",""],["no_content","no_content",""],["creative","main_text","prologue"],["creative","main_text","prologue"],["creative","main_text","prologue"],["no_content","no_content",""],["creative","pref_text","preface"],["creative","pref_text","preface"],["creative","main_text","preface"],["creative","main_text","preface"],["creative","main_text","preface"],["creative","main_text","preface notes"]]
txu.059173012302588	[["factual","cover","library binding"],["no_content","no_content","barcode, library stamp"],["mixed","cover","photographic cover design"],["no_content","no_content",""],["factual","title",""],["factual","pub_info",""],["factual","title",""],["factual","pub_info",""],["factual","list",""],["no_content","no_content",""],["creative","pref_text","preface"],["creative","pref_text","preface"],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""]]
txu.059173018072390	[["no_content","no_content",""],["no_content","no_content","stamp"],["no_content","no_content",""],["no_content","no_content",""],["no_content","no_content",""],["no_content","no_content",""],["mixed","cover","cover art"],["no_content","no_content",""],["no_content","no_content","cutter"],["no_content","no_content",""],["factual","title",""],["no_content","no_content",""],["factual","title",""],["factual","ad",""],["factual","dedication",""],["no_content","no_content",""],["creative","pref_text","preface"],["creative","pref_text","preface"],["creative","poem",""],["no_content","no_content",""]]
txu.059173026695219	[["factual","cover","library binding"],["no_content","no_content","stamp, cutter"],["no_content","no_content","page not available"],["no_content","no_content",""],["no_content","no_content","page not available"],["no_content","no_content",""],["no_content","no_content",""],["no_content","no_content",""],["no_content","no_content",""],["no_content","no_content",""],["no_content","no_content","page not available"],["creative","poem",""],["creative","poem",""],["creative","poem",""],["creative","poem",""],["creative","poem",""],["creative","poem",""],["creative","poem",""],["creative","poem",""],["creative","poem",""]]
uc1.$b137867	[["no_content","no_content","barcode"],["no_content","no_content",""],["no_content","no_content",""],["factual","title",""],["factual","title",""],["factual","pub_info",""],["factual","title",""],["no_content","no_content",""],["creative","pref_text",""],["creative","pref_text",""],["creative","pref_text",""],["creative","pref_text",""],["creative","pref_text",""],["no_content","no_content",""],["factual","list",""],["factual","list",""],["factual","list",""],["factual","list",""],["factual","list",""],["factual","list",""]]
uc1.$b303781	[["mixed","cover","has some artistic design"],["no_content","no_content","library bookplate"],["no_content","no_content",""],["no_content","no_content",""],["factual","title",""],["no_content","no_content",""],["factual","title",""],["factual","pub_info",""],["creative","epigraph",""],["no_content","no_content",""],["factual","list",""],["factual","list",""],["creative","image",""],["no_content","no_content",""],["creative","pref_text","foreword"],["no_content","no_content",""],["creative","poem",""],["no_content","no_content",""],["factual","title",""],["no_content","no_content",""]]
uc1.$b556735	[["factual","cover",""],["no_content","no_content","bookplate"],["no_content","no_content",""],["no_content","no_content",""],["no_content","no_content",""],["no_content","no_content",""],["factual","title",""],["no_content","no_content",""],["no_content","no_content",""],["creative","image",""],["factual","title",""],["factual","pub_info",""],["creative","pref_text","foreword"],["no_content","no_content",""],["creative","pref_text","acknowledgment"],["no_content","no_content",""],["no_content","no_content",""],["creative","image",""],["factual","appendix",""],["no_content","no_content",""]]
uc1.$b692389	[["factual","cover",""],["no_content","no_content","bookplate"],["no_content","no_content",""],["no_content","no_content",""],["factual","title",""],["factual","pub_info",""],["factual","title",""],["no_content","no_content",""],["creative","pref_text","foreword"],["creative","pref_text","foreword"],["factual","list",""],["factual","appendix",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""],["creative","main_text",""]]
